sentence_id,sentence_text,target_span,entity_type,source,dep,dep_gloss,governing_verb
s00032,"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",shore,LANDSCAPE,gold,pobj,Object of Preposition,to
s00032,"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",waters,LANDSCAPE,gold,nsubj,Active Subject (doing the action),meet
s00032,"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",wood,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),vine
s00032,"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",trees,FLORA,gold,pobj,Object of Preposition,of
s00032,"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",trunks,FLORA,gold,pobj,Object of Preposition,with
s00032,"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",leaves,FLORA,gold,nsubj,Active Subject (doing the action),stand
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",rose,FLORA,gold,pobj,Object of Preposition,like
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",leaves,FLORA,gold,pobj,Object of Preposition,in
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",winds,WEATHER,gold,pobj,Object of Preposition,by
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",grass,FLORA,gold,pobj,Object of Preposition,on
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",flowers,FLORA,gold,appos,Appositive,sound
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",Sprite,NATURE,gold,dobj,Direct Object (action done to it),teach
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",Bird,FAUNA,gold,conj,Conjoined Element (shares role with another entity),Sprite
s00590,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",flood,LANDSCAPE,gold,dobj,Direct Object (action done to it),pant
s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",Jura,LANDSCAPE,gold,dobj,Direct Object (action done to it),save
s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",heights,LANDSCAPE,gold,nsubj,Active Subject (doing the action),appear
s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",shore,LANDSCAPE,gold,pobj,Object of Preposition,from
s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",flowers,FLORA,gold,pobj,Object of Preposition,of
s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",grasshopper,FAUNA,gold,dobj,Direct Object (action done to it),chirp
s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",bird,FAUNA,gold,nsubj,Active Subject (doing the action),start
s00005,"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",brakes,FLORA,gold,pobj,Object of Preposition,out
s00669,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,wave,LANDSCAPE,gold,pobj,Object of Preposition,upon
s00669,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,Sun,WEATHER,gold,nsubj,Active Subject (doing the action),rest
s00669,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,Sun,WEATHER,gold,conj,Conjoined Element (shares role with another entity),we
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",stream,WEATHER,gold,pcomp,Other (pcomp),on
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",sky,WEATHER,gold,poss,Other (poss),commotion
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",clouds,WEATHER,gold,nsubjpass,Passive Subject (action done to it),shed
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",earth,LANDSCAPE,gold,poss,Other (poss),leave
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",leaves,FLORA,gold,pobj,Object of Preposition,like
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",Heaven,WEATHER,gold,pobj,Object of Preposition,of
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",Ocean,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),Heaven
s00546,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",storm,WEATHER,gold,pobj,Object of Preposition,of
s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",glaciers,LANDSCAPE,gold,nsubj,Active Subject (doing the action),creep
s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",snakes,FAUNA,gold,pobj,Object of Preposition,like
s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",fountains,LANDSCAPE,gold,pobj,Object of Preposition,from
s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",precipice,LANDSCAPE,gold,dep,Other (dep),creep
s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",Frost,WEATHER,gold,nsubj,Active Subject (doing the action),pile
s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",Sun,WEATHER,gold,conj,Conjoined Element (shares role with another entity),Frost
s00535,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",ice,WEATHER,gold,pobj,Object of Preposition,of
s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",sky,WEATHER,gold,pobj,Object of Preposition,from
s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",sky-lark,FAUNA,gold,nsubj,Active Subject (doing the action),sing
s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",birds,FAUNA,gold,dep,Other (dep),seem
s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",sea,LANDSCAPE,gold,dobj,Direct Object (action done to it),fill
s00738,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",air,WEATHER,gold,conj,Conjoined Element (shares role with another entity),sea
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",mists,WEATHER,gold,nsubj,Active Subject (doing the action),boil
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",glaciers,LANDSCAPE,gold,pobj,Object of Preposition,around
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",clouds,WEATHER,gold,nsubj,Active Subject (doing the action),rise
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",foam,LANDSCAPE,gold,pobj,Object of Preposition,like
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",ocean,LANDSCAPE,gold,pobj,Object of Preposition,from
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",wave,LANDSCAPE,gold,nsubj,Active Subject (doing the action),break
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",shore,LANDSCAPE,gold,pobj,Object of Preposition,on
s00091,"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",pebbles,LANDSCAPE,gold,pobj,Object of Preposition,like
s00172,"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",Arveiron,LANDSCAPE,gold,pobj,Object of Preposition,of
s00172,"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",glacier,LANDSCAPE,gold,pobj,Object of Preposition,in
s00172,"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",summit,LANDSCAPE,gold,pobj,Object of Preposition,from
s00172,"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",hills,LANDSCAPE,gold,pobj,Object of Preposition,of
s00172,"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",valley,LANDSCAPE,gold,dobj,Direct Object (action done to it),barricade
s00687,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",stars,WEATHER,gold,nsubj,Active Subject (doing the action),be
s00687,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",night,WEATHER,gold,npadvmod,Other (npadvmod),thick
s00687,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",dew,WEATHER,gold,nsubj,Active Subject (doing the action),drip--
s00687,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",Moon,WEATHER,gold,appos,Appositive,bar
s00687,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",star,WEATHER,gold,pobj,Object of Preposition,with
s00628,"And a good south wind sprung up behind; The Albatross did follow, And every day, for food or play, Came to the mariners' hollo!",wind,WEATHER,gold,nsubj,Active Subject (doing the action),spring
s00628,"And a good south wind sprung up behind; The Albatross did follow, And every day, for food or play, Came to the mariners' hollo!",Albatross,FAUNA,gold,nsubj,Active Subject (doing the action),follow
s00757,"Still as a slave before his lord, The OCEAN hath no blast; His great bright eye most silently Up to the Moon is cast--",OCEAN,LANDSCAPE,gold,nsubj,Active Subject (doing the action),hath
s00757,"Still as a slave before his lord, The OCEAN hath no blast; His great bright eye most silently Up to the Moon is cast--",Moon,WEATHER,gold,pobj,Object of Preposition,to
s00006,"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",hill,LANDSCAPE,gold,pobj,Object of Preposition,on
s00006,"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",starlight,WEATHER,gold,nsubj,Active Subject (doing the action),dew
s00006,"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",dews,WEATHER,gold,nsubj,Active Subject (doing the action),instil
s00006,"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",Nature,NATURE,gold,poss,Other (poss),breast
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",cavern,LANDSCAPE,gold,pobj,Object of Preposition,in
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",thunder,WEATHER,gold,nsubj,Active Subject (doing the action),fetter
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",earth,LANDSCAPE,gold,pobj,Object of Preposition,over
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",ocean,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),earth
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",genii,NATURE,gold,pobj,Object of Preposition,of
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",sea,LANDSCAPE,gold,pobj,Object of Preposition,of
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",rills,LANDSCAPE,gold,pobj,Object of Preposition,over
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",crags,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),rill
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",hills,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),crag
s00567,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",Lightning,WEATHER,gold,nsubj,Active Subject (doing the action),sit
s00566,"I sift the snow on the mountains below, And their great pines groan aghast; And all the night ’tis my pillow white, While I sleep in the arms of the blast.",snow,WEATHER,gold,dobj,Direct Object (action done to it),sift
s00566,"I sift the snow on the mountains below, And their great pines groan aghast; And all the night ’tis my pillow white, While I sleep in the arms of the blast.",mountains,LANDSCAPE,gold,pobj,Object of Preposition,on
s00566,"I sift the snow on the mountains below, And their great pines groan aghast; And all the night ’tis my pillow white, While I sleep in the arms of the blast.",pines,FLORA,gold,nsubj,Active Subject (doing the action),groan
s00566,"I sift the snow on the mountains below, And their great pines groan aghast; And all the night ’tis my pillow white, While I sleep in the arms of the blast.",night,WEATHER,gold,npadvmod,Other (npadvmod),’
s00566,"I sift the snow on the mountains below, And their great pines groan aghast; And all the night ’tis my pillow white, While I sleep in the arms of the blast.",blast,WEATHER,gold,pobj,Object of Preposition,of
s00859,"Therefore let the moon Shine on thee in thy solitary walk; And let the misty mountain winds be free To blow against thee: and in after years, When these wild ecstasies shall be matured Into a sober pleasure, when thy mind Shall be a mansion for all lovely forms, Thy memory be as a dwelling-place For all sweet sounds and harmonies; Oh!",moon,WEATHER,gold,nsubj,Active Subject (doing the action),shine
s00859,"Therefore let the moon Shine on thee in thy solitary walk; And let the misty mountain winds be free To blow against thee: and in after years, When these wild ecstasies shall be matured Into a sober pleasure, when thy mind Shall be a mansion for all lovely forms, Thy memory be as a dwelling-place For all sweet sounds and harmonies; Oh!",mountain winds,WEATHER,gold,nsubj,Active Subject (doing the action),be
s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",universe of things,NATURE,gold,nsubj,Active Subject (doing the action),flow
s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",waves,LANDSCAPE,gold,dobj,Direct Object (action done to it),roll
s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",springs,LANDSCAPE,gold,pobj,Object of Preposition,from
s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",waters,LANDSCAPE,gold,punct,Other (punct),flow
s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",woods,LANDSCAPE,gold,pobj,Object of Preposition,in
s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",mountains,LANDSCAPE,gold,pobj,Object of Preposition,among
s00522,"The everlasting universe of things Flows through the mind, and rolls its rapid waves, Now dark—now glittering—now reflecting gloom— Now lending splendour, where from secret springs The source of human thought its tribute brings Of waters,—with a sound but half its own, Such as a feeble brook will oft assume In the wild woods, among the mountains lone, Where waterfalls around it leap for ever, Where woods and winds contend, and a vast river Over its rocks ceaselessly bursts and raves.",waterfalls,LANDSCAPE,gold,nsubj,Active Subject (doing the action),leap
