sentence_id,author,work,sentence_text,band,n_candidates,candidate_words,target_span,start_char,end_char,entity_type,is_figurative,lemma,notes
s00579,Percy Shelley,The Cloud,"For after the rain when with never a stain The pavilion of Heaven is bare, And the winds and sunbeams with their convex gleams Build up the blue dome of air, I silently laugh at my own cenotaph, And out of the caverns of rain, Like a child from the womb, like a ghost from the tomb, I arise and unbuild it again.",,,,dome of air,145,156,WEATHER,False,,
s00579,Percy Shelley,The Cloud,"For after the rain when with never a stain The pavilion of Heaven is bare, And the winds and sunbeams with their convex gleams Build up the blue dome of air, I silently laugh at my own cenotaph, And out of the caverns of rain, Like a child from the womb, like a ghost from the tomb, I arise and unbuild it again.",,,,caverns,210,217,LANDSCAPE,False,cavern,
s00579,Percy Shelley,The Cloud,"For after the rain when with never a stain The pavilion of Heaven is bare, And the winds and sunbeams with their convex gleams Build up the blue dome of air, I silently laugh at my own cenotaph, And out of the caverns of rain, Like a child from the womb, like a ghost from the tomb, I arise and unbuild it again.",,,,rain,221,225,WEATHER,False,rain,
s00575,Percy Shelley,The Cloud,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",band_3plus,5,moon; star; sun; volcano; whirlwind,Sun,11,14,WEATHER,False,sun,
s00575,Percy Shelley,The Cloud,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",,,,Moon,53,57,WEATHER,False,moon,
s00575,Percy Shelley,The Cloud,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",,,,volcanoes,88,97,LANDSCAPE,False,volcano,
s00575,Percy Shelley,The Cloud,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",,,,stars,115,120,WEATHER,False,star,
s00575,Percy Shelley,The Cloud,"I bind the Sun’s throne with a burning zone, And the Moon’s with a girdle of pearl; The volcanoes are dim, and the stars reel and swim, When the whirlwinds my banner unfurl.",,,,whirlwinds,145,155,WEATHER,False,whirlwind,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",band_3plus,8,black pine; pine; shore; torrent; tree; vine; water; wood,pines,43,48,FLORA,False,pine,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,torrents,100,108,LANDSCAPE,False,torrent,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,vines,137,142,FLORA,False,vine,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,shore,186,191,LANDSCAPE,False,shore,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,waters,209,215,LANDSCAPE,False,water,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,wood,276,280,LANDSCAPE,False,wood,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,trees,300,305,FLORA,False,tree,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,trunks,312,318,FLORA,False,trunk,
s00032,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"All things are here of HIM; from the black pines, Which are his shade on high, and the loud roar Of torrents, where he listeneth, to the vines Which slope his green path downward to the shore, Where the bowed waters meet him, and adore, Kissing his feet with murmurs; and the wood, The covert of old trees, with trunks all hoar, But light leaves, young as joy, stands where it stood, Offering to him, and his, a populous solitude.",,,,leaves,339,345,FLORA,False,leaf,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",band_3plus,7,bird; flower; grass; rain; rose; shower; wind,rose,7,11,FLORA,True,rose,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",,,,leaves,39,45,FLORA,True,leaf,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",,,,winds,55,60,WEATHER,True,wind,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",,,,grass,198,203,FLORA,True,grass,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",,,,flowers,219,226,FLORA,True,flower,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",,,,Sprite,310,316,NATURE,False,spirit,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",,,,Bird,320,324,FAUNA,False,bird,
s00590,Percy Shelley,To a Skylark,"Like a rose embowered In its own green leaves, By warm winds deflowered, Till the scent it gives Makes faint with too much sweet those heavy-winged thieves: Sound of vernal showers On the twinkling grass, Rain-awakened flowers, All that ever was Joyous, and clear, and fresh, thy music doth surpass: Teach us, Sprite or Bird, What sweet thoughts are thine: I have never heard Praise of love or wine That panted forth a flood of rapture so divine.",,,,flood,419,424,LANDSCAPE,True,flood,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",band_3plus,4,bird; brake; flower; shore,Jura,14,18,LANDSCAPE,False,jura,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",,,,heights,31,38,LANDSCAPE,False,height,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",,,,shore,128,133,LANDSCAPE,False,shore,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",,,,flowers,138,145,FLORA,False,flower,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",,,,grasshopper,240,251,FAUNA,False,grasshopper,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",,,,bird,376,380,FAUNA,False,bird,
s00005,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Save darkened Jura, whose capt heights appear Precipitously steep; and drawing near, There breathes a living fragrance from the shore, Of flowers yet fresh with childhood; on the ear Drops the light drip of the suspended oar, Or chirps the grasshopper one good-night carol more; He is an evening reveller, who makes His life an infancy, and sings his fill; At intervals, some bird from out the brakes Starts into voice a moment, then is still.",,,,brakes,394,400,FLORA,False,brake,
s00669,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,band_3plus,3,sun; wave,wave,24,28,LANDSCAPE,False,wave,
s00669,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,,,,Sun,53,56,WEATHER,False,sun,
s00669,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,,,,Sun,116,119,WEATHER,False,sun,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",band_3plus,6,cloud; lightning; ocean; rain; storm; stream,stream,14,20,WEATHER,False,stream,"Here, ""Angels of rain and lightning"" follows the apposition rule -> NO TAG"
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",,,,sky,36,39,WEATHER,False,sky,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",,,,clouds,59,65,WEATHER,False,cloud,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",,,,earth,71,76,LANDSCAPE,True,earth,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",,,,leaves,88,94,FLORA,True,leaf,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",,,,Heaven,138,144,WEATHER,False,heaven,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",,,,Ocean,149,154,LANDSCAPE,False,ocean,
s00546,Percy Shelley,Ode to the West Wind,"Thou on whose stream, mid the steep sky’s commotion, Loose clouds like earth’s decaying leaves are shed, Shook from the tangled boughs of Heaven and Ocean, Angels of rain and lightning: there are spread On the blue surface of thine aery surge, Like the bright hair uplifted from the head Of some fierce Maenad, even from the dim verge Of the horizon to the zenith’s height, The locks of the approaching storm.",,,,storm,403,408,WEATHER,False,storm,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",band_3plus,8,fountain; frost; glacier; precipice; prey; snake; sun; wall,glaciers,4,12,LANDSCAPE,False,glacier,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",,,,snakes,24,30,FAUNA,True,snake,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",,,,fountains,69,78,LANDSCAPE,True,fountain,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",,,,precipice,111,120,LANDSCAPE,False,precipice,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",,,,Frost,122,127,WEATHER,False,frost,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",,,,Sun,136,139,WEATHER,False,sun,
s00535,Percy Shelley,Mont Blanc,"The glaciers creep Like snakes that watch their prey, from their far fountains, Slow rolling on; there, many a precipice, Frost and the Sun in scorn of mortal power Have piled: dome, pyramid, and pinnacle, A city of death, distinct with many a tower And wall impregnable of beaming ice.",,,,ice,282,285,WEATHER,False,ice,
s00738,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",band_3plus,3,air; bird; sea,sky,30,33,WEATHER,False,sky,
s00738,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",,,,sky-lark,46,54,FAUNA,False,skylark,
s00738,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",,,,birds,82,87,FAUNA,False,bird,
s00738,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",,,,sea,126,129,LANDSCAPE,False,sea,
s00738,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",,,,air,134,137,WEATHER,False,air,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",band_3plus,6,cloud; glacier; ocean; rise; shore; wave,mists,4,9,WEATHER,False,mist,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",,,,glaciers,29,37,LANDSCAPE,False,glacier,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",,,,clouds,39,45,WEATHER,False,cloud,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",,,,foam,101,105,LANDSCAPE,True,foam,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",,,,ocean,122,127,LANDSCAPE,True,ocean,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",,,,wave,153,157,LANDSCAPE,False,wave,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",,,,shore,177,182,LANDSCAPE,False,shore,
s00091,Lord Byron,Manfred - Act I Scene II (Jungfrau cliff),"The mists boil up around the glaciers; clouds Rise curling fast beneath me, white and sulphury, Like foam from the roused ocean of deep Hell,Whose every wave breaks on a living shore, Heaped with the damned like pebbles.--I am giddy._C. Hun_.",,,,pebbles,212,219,LANDSCAPE,False,pebble,
s00172,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",band_3plus,4,glacier; hill; rise; valley,Arveiron,34,42,LANDSCAPE,False,arveiron,
s00172,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",,,,glacier,71,78,LANDSCAPE,False,glacier,
s00172,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",,,,summit,127,133,LANDSCAPE,False,summit,
s00172,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",,,,hills,141,146,LANDSCAPE,False,hill,
s00172,Mary Shelley,Frankenstein - Chapter 10 (Mont Blanc / glacier scene),"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.",,,,valley,164,170,LANDSCAPE,False,valley,
s00687,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",band_3plus,5,bar; dew; moon; star,stars,4,9,WEATHER,False,star,
s00687,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",,,,night,34,39,WEATHER,False,night,
s00687,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",,,,dew,108,111,WEATHER,False,dew,
s00687,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",,,,Moon,168,172,WEATHER,False,moon,
s00687,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",,,,star,190,194,WEATHER,False,star,
s00628,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And a good south wind sprung up behind; The Albatross did follow, And every day, for food or play, Came to the mariners' hollo!",band_3plus,3,albatross; south wind; wind,wind,17,21,WEATHER,False,wind,
s00628,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And a good south wind sprung up behind; The Albatross did follow, And every day, for food or play, Came to the mariners' hollo!",,,,Albatross,44,53,FAUNA,False,albatross,
s00757,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Still as a slave before his lord, The OCEAN hath no blast; His great bright eye most silently Up to the Moon is cast--",band_3plus,3,blast; moon; ocean,OCEAN,38,43,LANDSCAPE,False,ocean,
s00757,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Still as a slave before his lord, The OCEAN hath no blast; His great bright eye most silently Up to the Moon is cast--",,,,Moon,104,108,WEATHER,False,moon,
s00006,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",band_3plus,3,deep; dew; hill,hill,38,42,LANDSCAPE,False,hill,
s00006,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",,,,starlight,71,80,WEATHER,False,starlight,
s00006,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",,,,dews,81,85,WEATHER,False,dew,
s00006,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"There seems a floating whisper on the hill, But that is fancy, for the starlight dews All silently their tears of love instil, Weeping themselves away, till they infuse Deep into Nature's breast the spirit of her hues.",,,,Nature,179,185,NATURE,False,nature,
s00567,Percy Shelley,The Cloud,"Sublime on the towers of my skiey bowers, Lightning my pilot sits; In a cavern under is fettered the thunder, It struggles and howls at fits; Over earth and ocean, with gentle motion, This pilot is guiding me, Lured by the love of the genii that move In the depths of the purple sea; Over the rills, and the crags, and the hills.",band_3plus,7,cavern; crag; hill; lightning; ocean; rill; sea,cavern,72,78,LANDSCAPE,False,cavern,
