sentence_id,author,work,sentence_text,n_candidates,candidate_words,candidate_entity_types,band
s00637,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Nor dim nor red, like God's own head, The glorious Sun uprist: Then all averred, I had killed the bird That brought the fog and mist.",3,bird; fog; sun,FAUNA; WEATHER,band_3plus
s00638,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"'Twas right, said they, such birds to slay, That bring the fog and mist.",2,bird; fog,FAUNA; WEATHER,band_2
s00639,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The fair breeze blew, the white foam flew, The furrow followed free: We were the first that ever burst Into that silent sea.",2,breeze; sea,LANDSCAPE; WEATHER,band_2
s00640,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Down dropt the breeze, the sails dropt down, 'Twas sad as sad could be; And we did speak only to break The silence of the sea!",2,breeze; sea,LANDSCAPE; WEATHER,band_2
s00641,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"All in a hot and copper sky, The bloody Sun, at noon, Right up above the mast did stand, No bigger than the Moon.",3,copper; moon; sun,FAUNA; WEATHER,band_3plus
s00642,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Day after day, day after day, We stuck, nor breath nor motion; As idle as a painted ship Upon a painted ocean.",1,ocean,LANDSCAPE,band_1
s00643,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Water, water, every where, And all the boards did shrink; Water, water, every where, Nor any drop to drink.",5,drop; water,LANDSCAPE,band_3plus
s00644,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,The very deep did rot: O Christ!,0,,,band_0
s00645,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,That ever this should be!,0,,,band_0
s00646,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Yea, slimy things did crawl with legs Upon the slimy sea.",1,sea,LANDSCAPE,band_1
s00647,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"About, about, in reel and rout The death-fires danced at night;",0,,,band_0
s00648,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The water, like a witch's oils, Burnt green, and blue and white.",1,water,LANDSCAPE,band_1
s00649,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And some in dreams assured were Of the spirit that plagued us so: Nine fathom deep he had followed us From the land of mist and snow.,1,snow,WEATHER,band_1
s00650,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And every tongue, through utter drought, Was withered at the root; We could not speak, no more than if We had been choked with soot.",0,,,band_0
s00651,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,what evil looks Had I from old and young!,0,,,band_0
s00652,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Instead of the cross, the Albatross About my neck was hung.",1,albatross,FAUNA,band_1
s00653,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,There passed a weary time.,0,,,band_0
s00654,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Each throat Was parched, and glazed each eye.",0,,,band_0
s00655,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,A weary time!,0,,,band_0
s00656,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,a weary time!,0,,,band_0
s00657,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"How glazed each weary eye, When looking westward, I beheld A something in the sky.",0,,,band_0
s00658,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"At first it seemed a little speck, And then it seemed a mist: It moved and moved, and took at last A certain shape, I wist.",0,,,band_0
s00659,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"A speck, a mist, a shape, I wist!",0,,,band_0
s00660,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And still it neared and neared:,0,,,band_0
s00661,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"As if it dodged a water-sprite, It plunged and tacked and veered.",1,water,LANDSCAPE,band_1
s00662,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"With throats unslaked, with black lips baked, We could not laugh nor wail; Through utter drought all dumb we stood!",0,,,band_0
s00663,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I bit my arm, I sucked the blood, And cried, A sail!",0,,,band_0
s00664,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"With throats unslaked, with black lips baked, Agape they heard me call: Gramercy!",0,,,band_0
s00665,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"they for joy did grin, And all at once their breath drew in, As they were drinking all.",0,,,band_0
s00666,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,she tacks no more!,0,,,band_0
s00667,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Hither to work us weal; Without a breeze, without a tide, She steadies with upright keel!",1,breeze,WEATHER,band_1
s00668,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,The western wave was all a-flame The day was well nigh done!,1,wave,WEATHER,band_1
s00669,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Almost upon the western wave Rested the broad bright Sun; When that strange shape drove suddenly Betwixt us and the Sun.,3,sun; wave,WEATHER,band_3plus
s00670,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And straight the Sun was flecked with bars, (Heaven's Mother send us grace!)",2,bar; sun,LANDSCAPE; WEATHER,band_2
s00671,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"As if through a dungeon-grate he peered, With broad and burning face.",0,,,band_0
s00672,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"(thought I, and my heart beat loud)",0,,,band_0
s00673,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,How fast she nears and nears!,0,,,band_0
s00674,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Are those her sails that glance in the Sun, Like restless gossameres!",1,sun,WEATHER,band_1
s00675,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Are those her ribs through which the Sun Did peer, as through a grate?",1,sun,WEATHER,band_1
s00676,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And is that Woman all her crew?,0,,,band_0
s00677,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Is that a DEATH?,0,,,band_0
s00678,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,and are there two?,0,,,band_0
s00679,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Is DEATH that woman's mate?,1,mate,FAUNA; FLORA,band_1
s00680,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Her lips were red, her looks were free, Her locks were yellow as gold: Her skin was as white as leprosy, The Night-Mare LIFE-IN-DEATH was she, Who thicks man's blood with cold.",1,mare,FAUNA,band_1
s00681,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The naked hulk alongside came, And the twain were casting dice; ""The game is done!",1,game,FAUNA,band_1
s00682,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Quoth she, and whistles thrice.",0,,,band_0
s00683,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun's rim dips; the stars rush out: At one stride comes the dark; With far-heard whisper, o'er the sea.",3,sea; star; sun,LANDSCAPE; WEATHER,band_3plus
s00684,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Off shot the spectre-bark.,0,,,band_0
s00685,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,We listened and looked sideways up!,0,,,band_0
s00686,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Fear at my heart, as at a cup, My life-blood seemed to sip!",0,,,band_0
s00687,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The stars were dim, and thick the night, The steersman's face by his lamp gleamed white; From the sails the dew did drip-- Till clombe above the eastern bar The horned Moon, with one bright star Within the nether tip.",5,bar; dew; moon; star,LANDSCAPE; WEATHER,band_3plus
s00688,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"One after one, by the star-dogged Moon Too quick for groan or sigh, Each turned his face with a ghastly pang, And cursed me with his eye.",2,moon; star,WEATHER,band_2
s00689,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Four times fifty living men, (And I heard nor sigh nor groan)",0,,,band_0
s00690,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"With heavy thump, a lifeless lump, They dropped down one by one.",0,,,band_0
s00691,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The souls did from their bodies fly,-- They fled to bliss or woe!",0,,,band_0
s00692,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And every soul, it passed me by, Like the whizz of my CROSS-BOW!",0,,,band_0
s00693,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""I fear thee, ancient Mariner!",0,,,band_0
s00694,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,I fear thy skinny hand!,0,,,band_0
s00695,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And thou art long, and lank, and brown, As is the ribbed sea-sand.",1,sea,LANDSCAPE,band_1
s00696,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""I fear thee and thy glittering eye, And thy skinny hand, so brown.""--",0,,,band_0
s00697,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Fear not, fear not, thou Wedding-Guest!",0,,,band_0
s00698,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,This body dropt not down.,0,,,band_0
s00699,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Alone, alone, all, all alone, Alone on a wide wide sea!",1,sea,LANDSCAPE,band_1
s00700,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And never a saint took pity on My soul in agony.,0,,,band_0
s00701,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The many men, so beautiful!",0,,,band_0
s00702,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And they all dead did lie: And a thousand thousand slimy things Lived on; and so did I.,0,,,band_0
s00703,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I looked upon the rotting sea, And drew my eyes away; I looked upon the rotting deck, And there the dead men lay.",1,sea,LANDSCAPE,band_1
s00704,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I looked to Heaven, and tried to pray: But or ever a prayer had gusht, A wicked whisper came, and made my heart as dry as dust.",0,,,band_0
s00705,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I closed my lids, and kept them close, And the balls like pulses beat; For the sky and the sea, and the sea and the sky Lay like a load on my weary eye, And the dead were at my feet.",2,sea,LANDSCAPE,band_2
s00706,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The cold sweat melted from their limbs, Nor rot nor reek did they: The look with which they looked on me Had never passed away.",1,sweat,WEATHER,band_1
s00707,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,An orphan's curse would drag to Hell A spirit from on high; But oh! more horrible than that Is a curse in a dead man's eye!,1,orphan,FAUNA,band_1
s00708,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Seven days, seven nights, I saw that curse, And yet I could not die.",0,,,band_0
s00709,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The moving Moon went up the sky, And no where did abide: Softly she was going up, And a star or two beside.",2,moon; star,WEATHER,band_2
s00710,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Her beams bemocked the sultry main, Like April hoar-frost spread; But where the ship's huge shadow lay, The charmed water burnt alway A still and awful red.",2,frost; water,LANDSCAPE; WEATHER,band_2
s00711,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Beyond the shadow of the ship, I watched the water-snakes: They moved in tracks of shining white, And when they reared, the elfish light Fell off in hoary flakes.",3,snake; water; water snake,FAUNA; LANDSCAPE,band_3plus
s00712,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Within the shadow of the ship I watched their rich attire: Blue, glossy green, and velvet black, They coiled and swam; and every track Was a flash of golden fire.",1,blue,FAUNA,band_1
s00713,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,O happy living things!,0,,,band_0
s00714,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"no tongue Their beauty might declare: A spring of love gushed from my heart, And I blessed them unaware: Sure my kind saint took pity on me, And I blessed them unaware.",1,spring,LANDSCAPE,band_1
s00715,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The self same moment I could pray; And from my neck so free The Albatross fell off, and sank Like lead into the sea.",2,albatross; sea,FAUNA; LANDSCAPE,band_2
s00716,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"it is a gentle thing, Beloved from pole to pole!",0,,,band_0
s00717,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,To Mary Queen the praise be given!,1,queen,FAUNA,band_1
s00718,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"She sent the gentle sleep from Heaven, That slid into my soul.",0,,,band_0
s00719,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The silly buckets on the deck, That had so long remained, I dreamt that they were filled with dew; And when I awoke, it rained.",1,dew,WEATHER,band_1
s00720,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"My lips were wet, my throat was cold, My garments all were dank; Sure I had drunken in my dreams, And still my body drank.",0,,,band_0
s00721,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I moved, and could not feel my limbs: I was so light--almost I thought that I had died in sleep, And was a blessed ghost.",0,,,band_0
s00722,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And soon I heard a roaring wind: It did not come anear; But with its sound it shook the sails, That were so thin and sere.",1,wind,WEATHER,band_1
s00723,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,The upper air burst into life!,1,air,WEATHER,band_1
s00724,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And a hundred fire-flags sheen, To and fro they were hurried about!",1,flag,FLORA,band_1
s00725,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And to and fro, and in and out, The wan stars danced between.",1,star,WEATHER,band_1
s00726,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the coming wind did roar more loud, And the sails did sigh like sedge; And the rain poured down from one black cloud; The Moon was at its edge.",5,cloud; moon; rain; sedge; wind,FLORA; WEATHER,band_3plus
s00727,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The thick black cloud was cleft, and still The Moon was at its side: Like waters shot from some high crag, The lightning fell with never a jag, A river steep and wide.",6,cloud; crag; lightning; moon; river; water,LANDSCAPE; WEATHER,band_3plus
s00728,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The loud wind never reached the ship, Yet now the ship moved on!",1,wind,WEATHER,band_1
s00729,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Beneath the lightning and the Moon The dead men gave a groan.,2,lightning; moon,WEATHER,band_2
s00730,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"They groaned, they stirred, they all uprose, Nor spake, nor moved their eyes; It had been strange, even in a dream, To have seen those dead men rise.",0,,,band_0
s00731,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The helmsman steered, the ship moved on; Yet never a breeze up blew; The mariners all 'gan work the ropes, Where they were wont to do: They raised their limbs like lifeless tools-- We were a ghastly crew.",1,breeze,WEATHER,band_1
s00732,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The body of my brother's son, Stood by me, knee to knee: The body and I pulled at one rope, But he said nought to me.",0,,,band_0
s00733,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""I fear thee, ancient Mariner!""",0,,,band_0
s00734,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Be calm, thou Wedding-Guest! '",0,,,band_0
s00735,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Twas not those souls that fled in pain, Which to their corses came again, But a troop of spirits blest:",0,,,band_0
s00736,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"For when it dawned--they dropped their arms, And clustered round the mast; Sweet sounds rose slowly through their mouths, And from their bodies passed.",1,mouth,LANDSCAPE,band_1
s00737,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Around, around, flew each sweet sound, Then darted to the Sun; Slowly the sounds came back again, Now mixed, now one by one.",1,sun,WEATHER,band_1
s00738,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Sometimes a-dropping from the sky I heard the sky-lark sing; Sometimes all little birds that are, How they seemed to fill the sea and air With their sweet jargoning!",3,air; bird; sea,FAUNA; LANDSCAPE; WEATHER,band_3plus
s00739,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And now 'twas like all instruments, Now like a lonely flute;",0,,,band_0
s00740,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And now it is an angel's song, That makes the Heavens be mute.",0,,,band_0
s00741,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"It ceased; yet still the sails made on A pleasant noise till noon, A noise like of a hidden brook In the leafy month of June, That to the sleeping woods all night Singeth a quiet tune.",2,brook; wood,FLORA; LANDSCAPE,band_2
s00742,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Till noon we quietly sailed on, Yet never a breeze did breathe: Slowly and smoothly went the ship, Moved onward from beneath.",1,breeze,WEATHER,band_1
s00743,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Under the keel nine fathom deep, From the land of mist and snow, The spirit slid: and it was he That made the ship to go.",1,snow,WEATHER,band_1
s00744,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The sails at noon left off their tune, And the ship stood still also.",0,,,band_0
s00745,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Sun, right up above the mast, Had fixed her to the ocean: But in a minute she 'gan stir, With a short uneasy motion-- Backwards and forwards half her length With a short uneasy motion.",2,ocean; sun,LANDSCAPE; WEATHER,band_2
s00746,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Then like a pawing horse let go, She made a sudden bound: It flung the blood into my head, And I fell down in a swound.",1,horse,FAUNA,band_1
s00747,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"How long in that same fit I lay, I have not to declare; But ere my living life returned, I heard and in my soul discerned Two VOICES in the air.",1,air,WEATHER,band_1
s00748,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""Is it he?""",0,,,band_0
s00749,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"quoth one, ""Is this the man?",0,,,band_0
s00750,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"By him who died on cross, With his cruel bow he laid full low, The harmless Albatross.",1,albatross,FAUNA,band_1
s00751,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""The spirit who bideth by himself In the land of mist and snow, He loved the bird that loved the man Who shot him with his bow.""",2,bird; snow,FAUNA; WEATHER,band_2
s00752,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The other was a softer voice, As soft as honey-dew: Quoth he, ""The man hath penance done, And penance more will do.""",1,dew,WEATHER,band_1
s00753,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But tell me, tell me!",0,,,band_0
s00754,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"speak again, Thy soft response renewing--",0,,,band_0
s00755,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,What makes that ship drive on so fast?,0,,,band_0
s00756,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,What is the OCEAN doing?,1,ocean,LANDSCAPE,band_1
s00757,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Still as a slave before his lord, The OCEAN hath no blast; His great bright eye most silently Up to the Moon is cast--",3,blast; moon; ocean,LANDSCAPE; WEATHER,band_3plus
s00758,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"If he may know which way to go; For she guides him smooth or grim See, brother, see!",0,,,band_0
s00759,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,how graciously She looketh down on him.,0,,,band_0
s00760,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But why drives on that ship so fast, Without or wave or wind?",2,wave; wind,WEATHER,band_2
s00761,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The air is cut away before, And closes from behind.",1,air,WEATHER,band_1
s00762,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Fly, brother, fly!",1,fly,FAUNA,band_1
s00763,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"more high, more high",0,,,band_0
s00764,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Or we shall be belated: For slow and slow that ship will go, When the Mariner's trance is abated.",0,,,band_0
s00765,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I woke, and we were sailing on As in a gentle weather: 'Twas night, calm night, the Moon was high; The dead men stood together.",2,moon; weather,WEATHER,band_2
s00766,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"All stood together on the deck, For a charnel-dungeon fitter: All fixed on me their stony eyes, That in the Moon did glitter.",1,moon,WEATHER,band_1
s00767,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The pang, the curse, with which they died, Had never passed away: I could not draw my eyes from theirs, Nor turn them up to pray.",0,,,band_0
s00768,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,And now this spell was snapt: once more I viewed the ocean green.,1,ocean,LANDSCAPE,band_1
s00769,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And looked far forth, yet little saw Of what had else been seen-- Like one that on a lonesome road Doth walk in fear and dread, And having once turned round walks on, And turns no more his head; Because he knows, a frightful fiend Doth close behind him tread.",0,,,band_0
s00770,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But soon there breathed a wind on me, Nor sound nor motion made: Its path was not upon the sea, In ripple or in shade.",2,sea; wind,LANDSCAPE; WEATHER,band_2
s00771,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"It raised my hair, it fanned my cheek Like a meadow-gale of spring-- It mingled strangely with my fears, Yet it felt like a welcoming.",1,gale,WEATHER,band_1
s00772,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Swiftly, swiftly flew the ship, Yet she sailed softly too: Sweetly, sweetly blew the breeze-- On me alone it blew.",0,,,band_0
s00773,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Oh! dream of joy!,0,,,band_0
s00774,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,is this indeed The light-house top I see?,0,,,band_0
s00775,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Is this the hill?,1,hill,LANDSCAPE,band_1
s00776,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,is this the kirk?,0,,,band_0
s00777,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Is this mine own countree!,0,,,band_0
s00778,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"We drifted o'er the harbour-bar, And I with sobs did pray-- O let me be awake, my God!",1,bar,LANDSCAPE,band_1
s00779,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Or let me sleep alway.,0,,,band_0
s00780,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The harbour-bay was clear as glass, So smoothly it was strewn!",1,bay,FAUNA; FLORA; LANDSCAPE,band_1
s00781,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And on the bay the moonlight lay, And the shadow of the moon.",2,bay; moon,FAUNA; FLORA; LANDSCAPE; WEATHER,band_2
s00782,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The rock shone bright, the kirk no less, That stands above the rock: The moonlight steeped in silentness The steady weathercock.",0,,,band_0
s00783,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And the bay was white with silent light, Till rising from the same, Full many shapes, that shadows were, In crimson colours came.",1,bay,FAUNA; FLORA; LANDSCAPE,band_1
s00784,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"A little distance from the prow Those crimson shadows were: I turned my eyes upon the deck-- Oh, Christ!",0,,,band_0
s00785,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,what saw I there!,0,,,band_0
s00786,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Each corse lay flat, lifeless and flat, And, by the holy rood!",0,,,band_0
s00787,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"A man all light, a seraph-man, On every corse there stood.",0,,,band_0
s00788,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"This seraph band, each waved his hand: It was a heavenly sight!",0,,,band_0
s00789,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"They stood as signals to the land, Each one a lovely light: This seraph-band, each waved his hand, No voice did they impart-- No voice; but",0,,,band_0
s00790,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,the silence sank Like music on my heart.,0,,,band_0
s00791,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"But soon I heard the dash of oars; I heard the Pilot's cheer; My head was turned perforce away, And I saw a boat appear.",0,,,band_0
s00792,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Pilot, and the Pilot's boy, I heard them coming fast: Dear Lord in Heaven!",0,,,band_0
s00793,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,it was a joy The dead men could not blast.,0,,,band_0
s00794,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,I saw a third--I heard his voice: It is the Hermit good!,0,,,band_0
s00795,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,He singeth loud his godly hymns That he makes in the wood.,1,wood,FLORA,band_1
s00796,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"He'll shrieve my soul, he'll wash away The Albatross's blood.",1,albatross,FAUNA,band_1
s00797,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,This Hermit good lives in that wood Which slopes down to the sea.,2,sea; wood,FLORA; LANDSCAPE,band_2
s00798,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,How loudly his sweet voice he rears!,0,,,band_0
s00799,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,He loves to talk with marineres That come from a far countree.,0,,,band_0
s00800,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,He kneels at morn and noon and eve-- He hath a cushion plump: It is the moss that wholly hides The rotted old oak-stump.,1,oak,FLORA,band_1
s00801,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,The skiff-boat neared:,0,,,band_0
s00802,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I heard them talk, ""Why this is strange, I trow!",0,,,band_0
s00803,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Where are those lights so many and fair, That signal made but now?""",0,,,band_0
s00804,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""Strange, by my faith!""",0,,,band_0
s00805,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"the Hermit said-- ""And they answered not our cheer!",0,,,band_0
s00806,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,The planks looked warped!,0,,,band_0
s00807,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"and see those sails, How thin they are and sere!",0,,,band_0
s00808,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I never saw aught like to them, Unless perchance it were ""Brown skeletons of leaves that lag My forest-brook along; When the ivy-tod is heavy with snow, And the owlet whoops to the wolf below, That eats the she-wolf's young.""",6,brook; ivy; owlet; snow; wolf,FAUNA; FLORA; LANDSCAPE; WEATHER,band_3plus
s00809,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,it hath a fiendish look-- (The Pilot made reply),0,,,band_0
s00810,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I am a-feared""--""Push on, push on!""",0,,,band_0
s00811,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,Said the Hermit cheerily.,0,,,band_0
s00812,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The boat came closer to the ship, But I nor spake nor stirred; The boat came close beneath the ship, And straight a sound was heard.",0,,,band_0
s00813,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Under the water it rumbled on, Still louder and more dread: It reached the ship, it split the bay; The ship went down like lead.",2,bay; water,FAUNA; FLORA; LANDSCAPE,band_2
s00814,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Stunned by that loud and dreadful sound, Which sky and ocean smote, Like one that hath been seven days drowned My body lay afloat; But swift as dreams, myself I found Within the Pilot's boat.",1,ocean,LANDSCAPE,band_1
